REGION,GENE
YOR256C,TRE2
YOL093W,TRM10
YOL124C,TRM11
YOL125W,TRM13
YOR115C,TRS33
YOR006C,TSR3
YOL022C,TSR4
YOR187W,TUF1
YOR251C,TUM1
YOR344C,TYE7
YOR295W,UAF30
YOR339C,UBC11
YOR124C,UBP2
YOR075W,UFE1
YOR191W,ULS1
YOR004W,UTP23
YOR068C,VAM10
YOR106W,VAM3
YOR054C,VHS3
YOR332W,VMA4
YOR270C,VPH1
YOR132W,VPS17
YOR089C,VPS21
YOR069W,VPS5
YOL129W,VPS68
YOR359W,VTS1
YOR043W,WHI2
YOR083W,WHI5
YOL097C,WRS1
YOL105C,WSC3
YOR230W,WTM1
YOR229W,WTM2
YOL028C,YAP7
YOL128C,YGK3
YOR064C,YNG1
YOR291W,YPK9
YOL092W,YPQ1
YOR396W,YRF1-8
YOR172W,YRM1
YOR162C,YRR1
YOR003W,YSP3
YOR272W,YTM1
YOR087W,YVC1
YOL109W,ZEO1
YOL154W,ZPS1
YOL013W-A,YOL013W-A
YOL013W-B,YOL013W-B
YOL014W,YOL014W
YOL019W-A,YOL019W-A
YOL024W,YOL024W
YOL029C,YOL029C
YOL035C,YOL035C
YOL036W,YOL036W
YOL037C,YOL037C
YOL038C-A,YOL038C-A
YOL046C,YOL046C
YOL050C,YOL050C
YOL057W,YOL057W
YOL075C,YOL075C
YOL079W,YOL079W
YOL083C-A,YOL083C-A
YOL085C,YOL085C
YOL085W-A,YOL085W-A
YOL097W-A,YOL097W-A
YOL099C,YOL099C
YOL103W-A,YOL103W-A
YOL103W-B,YOL103W-B
YOL106W,YOL106W
YOL107W,YOL107W
YOL118C,YOL118C
YOL131W,YOL131W
YOL134C,YOL134C
YOL150C,YOL150C
YOL153C,YOL153C
YOL155W-A,YOL155W-A
YOL159C-A,YOL159C-A
YOL160W,YOL160W
YOL162W,YOL162W
YOL163W,YOL163W
YOL164W-A,YOL164W-A
YOL166C,YOL166C
YOL166W-A,YOL166W-A
YOR008C-A,YOR008C-A
YOR008W-B,YOR008W-B
YOR011W-A,YOR011W-A
YOR012W,YOR012W
YOR015W,YOR015W
YOR019W,YOR019W
YOR024W,YOR024W
YOR029W,YOR029W
YOR032W-A,YOR032W-A
YOR034C-A,YOR034C-A
YOR041C,YOR041C
YOR050C,YOR050C
YOR053W,YOR053W
YOR055W,YOR055W
YOR062C,YOR062C
YOR072W,YOR072W
YOR072W-A,YOR072W-A
YOR072W-B,YOR072W-B
YOR073W-A,YOR073W-A
YOR082C,YOR082C
YOR088W,YOR088W
YOR097C,YOR097C
YOR102W,YOR102W
YOR105W,YOR105W
YOR108C-A,YOR108C-A
YOR111W,YOR111W
YOR121C,YOR121C
YOR131C,YOR131C
YOR139C,YOR139C
YOR142W-A,YOR142W-A
YOR142W-B,YOR142W-B
YOR146W,YOR146W
YOR161C-C,YOR161C-C
YOR161W-A,YOR161W-A
YOR161W-B,YOR161W-B
YOR169C,YOR169C
YOR170W,YOR170W
YOR186C-A,YOR186C-A
YOR186W,YOR186W
YOR192C-A,YOR192C-A
YOR192C-B,YOR192C-B
YOR192C-C,YOR192C-C
YOR199W,YOR199W
YOR200W,YOR200W
YOR203W,YOR203W
YOR218C,YOR218C
YOR225W,YOR225W
YOR231C-A,YOR231C-A
YOR238W,YOR238W
YOR240W,YOR240W
YOR248W,YOR248W
YOR263C,YOR263C
YOR268C,YOR268C
YOR277C,YOR277C
YOR282W,YOR282W
YOR283W,YOR283W
YOR289W,YOR289W
YOR292C,YOR292C
YOR293C-A,YOR293C-A
YOR296W,YOR296W
YOR300W,YOR300W
YOR302W,YOR302W
YOR309C,YOR309C
YOR314W,YOR314W
YOR314W-A,YOR314W-A
YOR316C-A,YOR316C-A
YOR318C,YOR318C
YOR325W,YOR325W
YOR329W-A,YOR329W-A
YOR331C,YOR331C
YOR333C,YOR333C
YOR335W-A,YOR335W-A
YOR338W,YOR338W
YOR342C,YOR342C
YOR343C,YOR343C
YOR343W-A,YOR343W-A
YOR343W-B,YOR343W-B
YOR345C,YOR345C
YOR364W,YOR364W
YOR365C,YOR365C
YOR366W,YOR366W
YOR376W,YOR376W
YOR376W-A,YOR376W-A
YOR379C,YOR379C
YOR381W-A,YOR381W-A
YOR385W,YOR385W
YOR387C,YOR387C
YOR389W,YOR389W
YOR392W,YOR392W
YOR394C-A,YOR394C-A
YOR396C-A,YOR396C-A
YPL267W,ACM1
YPL005W,AEP3
YPL202C,AFT2
YPR021C,AGC1
YPL158C,AIM44
YPR004C,AIM45
YPL061W,ALD6
YPL227C,ALG5
YPR128C,ANT1
YPR180W,AOS1
YPR029C,APL4
YPL195W,APL5
YPL259C,APM1
YPR192W,AQY1
YPL051W,ARL3
YPR060C,ARO7
YPR034W,ARP7
YPR199C,ARR1
YPR200C,ARR2
YPR201W,ARR3
YPR085C,ASA1
YPR145W,ASN1
YPR093C,ASR1
YPR049C,ATG11
YPR185W,ATG13
YPL100W,ATG21
YPL166W,ATG29
YPL250C,ATG41
YPL149W,ATG5
YPR026W,ATH1
YPL271W,ATP15
YPR020W,ATP20
YPL078C,ATP4
YPR122W,AXL1
YPL255W,BBP1
YPL115C,BEM3
YPL161C,BEM4
YPR176C,BET2
YPL217C,BMS1
YPL084W,BRO1
YPR057W,BRR1
YPR171W,BSP1
YPL069C,BTS1
YPL048W,CAM1
YPL111W,CAR1
YPL178W,CBC2
YPL215W,CBP3
YPR025C,CCL1
YPL160W,CDC60
YPL228W,CET1
YPL008W,CHL1
YPL241C,CIN2
YPL014W,CIP1
YPR001W,CIT3
YPR119W,CLB2
YPR120C,CLB5
YPL256C,CLN2
YPR013C,CMR3
YPL189C-A,COA2
YPR105C,COG4
YPL172C,COX10
YPL132W,COX11
YPL109C,CQD1
YPR174C,CSA1
YPL200W,CSM4
YPR030W,CSR2
YPL018W,CTF19
YPR135W,CTF4
YPL181W,CTI6
YPR124W,CTR1
YPL260W,CUB1
YPL177C,CUP9
YPR158W,CUR1
YPL064C,CWC27
YPL170W,DAP1
YPR111W,DBF20
YPL119C,DBP1
YPL194W,DDC1
YPR082C,DIB1
YPL049C,DIG1
YPL266W,DIM1
YPL265W,DIP5
YPR175W,DPB2
YPL107W,DPC25
YPR183W,DPM1
YPR017C,DSS4
YPR023C,EAF3
YPL021W,ECM23
YPL095C,EEB1
YPL037C,EGD1
YPL046C,ELC1
YPL086C,ELP3
YPL101W,ELP4
YPL236C,ENV7
YPL028W,ERG10
YPL096C-A,ERI1
YPL281C,ERR2
YPR037C,ERV2
YPL231W,FAS2
YPR062W,FCY1
YPL275W,FDH2
YPL279C,FEX2
YPR104C,FHL1
YPL221W,FLC1
YPL103C,FMP30
YPL222W,FMP40
YPL141C,FRK1
YPL262W,FUM1
YPL248C,GAL4
YPL075W,GCR1
YPR184W,GDB1
YPL110C,GDE1
YPL137C,GIP3
YPR109W,GLD1
YPR035W,GLN1
YPL091W,GLR1
YPR160W,GPH1
YPL076W,GPI2
YPL223C,GRE1
YPR081C,GRS2
YPL059W,GRX5
YPL189W,GUP2
YPL249C,GYP5
YPR008W,HAA1
YPR005C,HAL1
YPL001W,HAT1
YPR179C,HDA3
YPL254W,HFI1
YPL127C,HHO1
YPR117W,HOB2
YPR068C,HOS1
YPL116W,HOS3
YPR193C,HPA2
YPL204W,HRR25
YPL280W,HSP32
YPL240C,HSP82
YPL015C,HST2
YPL067C,HTC1
YPR033C,HTS1
YPL244C,HUT1
YPR006C,ICL2
YPL117C,IDI1
YPL099C,INA17
YPL209C,IPL1
YPL242C,IQG1
YPL017C,IRC15
YPR038W,IRC16
YPR067W,ISA2
YPL040C,ISM1
YPR106W,ISR1
YPL135W,ISU1
YPR061C,JID1
YPR169W,JIP5
YPL125W,KAP120
YPR141C,KAR3
YPL269W,KAR9
YPL263C,KEL3
YPL145C,KES1
YPL155C,KIP2
YPR159W,KRE6
YPL053C,KTR6
YPL056C,LCL1
YPL213W,LEA1
YPR097W,LEC1
YPL054W,LEE1
YPL055C,LGE1
YPR139C,LOA1
YPL004C,LSP1
YPR073C,LTP1
YPR051W,MAK3
YPR153W,MAY24
YPR046W,MCM16
YPR019W,MCM4
YPL270W,MDL2
YPR083W,MDM36
YPR070W,MED1
YPL121C,MEI5
YPR138C,MEP3
YPL023C,MET12
YPR167C,MET16
YPL038W,MET31
YPL169C,MEX67
YPL187W,MF(ALPHA)1
YPL060W,MFM1
YPL098C,MGR2
YPR010C-A,MIN8
YPL191C,MIY2
YPL140C,MKK2
YPR188C,MLC2
YPL164C,MLH3
YPR164W,MMS1
YPL224C,MMT2
YPL050C,MNN9
YPL082C,MOT1
YPR112C,MRD1
YPR118W,MRI1
YPR079W,MRL1
YPL184C,MRN1
YPR166C,MRP2
YPL118W,MRP51
YPL173W,MRPL40
YPR100W,MRPL51
YPL013C,MRPS16
YPL041C,MRX11
YPR011C,MRX21
YPL168W,MRX4
YPL104W,MSD1
YPR047W,MSF1
YPR134W,MSS18
YPL097W,MSY1
YPL070W,MUK1
YPL190C,NAB3
YPL126W,NAN1
YPR131C,NAT3
YPR155C,NCA2
YPR149W,NCE102
YPL006W,NCR1
YPL226W,NEW1
YPR052C,NHP6A
YPL174C,NIP100
YPL211W,NIP7
YPR144C,NOC4
YPL093W,NOG1
YPL043W,NOP4
YPL146C,NOP53
YPR072W,NOT5
YPL233W,NSL1
YPR031W,NTO1
YPR168W,NUT2
YPR091C,NVJ2
YPL052W,OAZ1
YPL134C,ODC1
YPR044C,OPI11
YPR194C,OPT2
YPR075C,OPY2
YPR162C,ORC4
YPL196W,OXR1
YPL171C,OYE3
YPL282C,PAU22
YPL272C,PBI1
YPL219W,PCL8
YPR002W,PDH1
YPL058C,PDR12
YPL154C,PEP4
YPL159C,PET20
YPL112C,PEX25
YPL206C,PGC1
YPL031C,PHO85
YPR154W,PIN3
YPR113W,PIS1
YPL268W,PLC1
YPL036W,PMA2
YPL096W,PNG1
YPL144W,POC4
YPL188W,POS5
YPL179W,PPQ1
YPL148C,PPT2
YPR103W,PRE2
YPL192C,PRM3
YPL156C,PRM4
YPR178W,PRP4
YPL151C,PRP46
YPR042C,PUF2
YPL212C,PUS1
YPL147W,PXA1
YPR186C,PZF1
YPR191W,QCR2
YPL022W,RAD1
YPL153C,RAD53
YPL246C,RBD2
YPL133C,RDS2
YPR094W,RDS3
YPR007C,REC8
YPL010W,RET3
YPL167C,REV3
YPR115W,RGC1
YPL066W,RGL1
YPR165W,RHO1
YPL208W,RKM1
YPR018W,RLF2
YPL089C,RLM1
YPL024W,RMI1
YPL123C,RNY1
YPR065W,ROX1
YPR010C,RPA135
YPR110C,RPC40
YPR190C,RPC82
YPR102C,RPL11A
YPL220W,RPL1A
YPL079W,RPL21B
YPL143W,RPL33A
YPL249C-A,RPL36B
YPR043W,RPL43A
YPL131W,RPL5
YPL198W,RPL7B
YPR108W,RPN7
YPR187W,RPO26
YPR132W,RPS23B
YPL090C,RPS6A
YPL081W,RPS9A
YPL009C,RQC2
YPL152W,RRD2
YPR116W,RRG8
YPL012W,RRP12
YPR143W,RRP15
YPR137W,RRP9
YPL193W,RSA1
YPL183W-A,RTC6
YPL183C,RTT10
YPL235W,RVB2
YPL274W,SAM3
YPL273W,SAM4
YPL218W,SAR1
YPR129W,SCD6
YPR022C,SDD4
YPL085W,SEC16
YPR181C,SEC23
YPL094C,SEC62
YPR055W,SEC8
YPL083C,SEN54
YPL165C,SET6
YPR198W,SGE1
YPL047W,SGF11
YPR161C,SGV1
YPR189W,SKI3
YPL026C,SKS1
YPL027W,SMA1
YPR054W,SMK1
YPR182W,SMX3
YPL002C,SNF8
YPR101W,SNT309
YPL124W,SPC29
YPR069C,SPE3
YPR133C,SPN1
YPL130W,SPO19
YPR036W-A,SPO24
YPL138C,SPP1
YPL175W,SPT14
YPL033C,SRL4
YPR032W,SRO7
YPR088C,SRP54
YPL243W,SRP68
YPL210C,SRP72
YPL106C,SSE1
YPL042C,SSN3
YPL232W,SSO1
YPL092W,SSU1
YPR086W,SUA7
YPR151C,SUE1
YPL237W,SUI3
YPL057C,SUR1
YPR009W,SUT2
YPL029W,SUV3
YPL032C,SVL3
YPL163C,SVS1
YPL016W,SWI1
YPL105C,SYH1
YPR095C,SYT1
YPL129W,TAF14
YPL011C,TAF3
YPR048W,TAH18
YPR140W,TAZ1
YPL128C,TBF1
YPL180W,TCO89
YPR157W,TDA6
YPR080W,TEF1
YPL122C,TFB2
YPR056W,TFB4
YPL007C,TFC8
YPL157W,TGS1
YPL258C,THI21
YPR121W,THI22
YPL214C,THI6
YPR045C,THP3
YPR163C,TIF3
YPR041W,TIF5
YPR016C,TIF6
YPL063W,TIM50
YPR040W,TIP41
YPR074C,TKL1
YPR098C,TMH18
YPR133W-A,TOM5
YPL203W,TPK2
YPR156C,TPO3
YPL176C,TRE1
YPL030W,TRM44
YPL207W,TYW1
YPR066W,UBA3
YPL072W,UBP16
YPL186C,UIP4
YPL003W,ULA1
YPL020C,ULP1
YPL139C,UME1
YPR152C,URN1
YPL230W,USV1
YPL253C,VIK1
YPL234C,VMA11
YPR036W,VMA13
YPL045W,VPS16
YPL065W,VPS28
YPL120W,VPS30
YPR173C,VPS4
YPR087W,VPS69
YPL019C,VTC3
YPL252C,YAH1
YPL239W,YAR1
YPL087W,YDC1
YPL201C,YIG1
YPR125W,YLH47
YPR058W,YMC1
YPR024W,YME1
YPR028W,YOP1
YPL283C,YRF1-7
YPL074W,YTA6
YPR107C,YTH1
YPL025C,YPL025C
YPL034W,YPL034W
YPL035C,YPL035C
YPL038W-A,YPL038W-A
YPL039W,YPL039W
YPL044C,YPL044C
YPL052W-A,YPL052W-A
YPL060C-A,YPL060C-A
YPL062W,YPL062W
YPL068C,YPL068C
YPL071C,YPL071C
YPL073C,YPL073C
YPL077C,YPL077C
YPL080C,YPL080C
YPL088W,YPL088W
YPL102C,YPL102C
YPL108W,YPL108W
YPL113C,YPL113C
YPL114W,YPL114W
YPL119C-A,YPL119C-A
YPL135C-A,YPL135C-A
YPL136W,YPL136W
YPL142C,YPL142C
YPL150W,YPL150W
YPL152W-A,YPL152W-A
YPL162C,YPL162C
YPL182C,YPL182C
YPL185W,YPL185W
YPL197C,YPL197C
YPL199C,YPL199C
YPL205C,YPL205C
YPL216W,YPL216W
YPL222C-A,YPL222C-A
YPL225W,YPL225W
YPL229W,YPL229W
YPL238C,YPL238C
YPL245W,YPL245W
YPL247C,YPL247C
YPL250W-A,YPL250W-A
YPL251W,YPL251W
YPL257W,YPL257W
YPL257W-A,YPL257W-A
YPL257W-B,YPL257W-B
YPL261C,YPL261C
YPL264C,YPL264C
YPL276W,YPL276W
YPL277C,YPL277C
YPL278C,YPL278C
YPL283W-A,YPL283W-A
YPL283W-B,YPL283W-B
YPR002C-A,YPR002C-A
YPR003C,YPR003C
YPR012W,YPR012W
YPR014C,YPR014C
YPR015C,YPR015C
YPR016W-A,YPR016W-A
YPR027C,YPR027C
YPR039W,YPR039W
YPR050C,YPR050C
YPR053C,YPR053C
YPR059C,YPR059C
YPR063C,YPR063C
YPR064W,YPR064W
YPR071W,YPR071W
YPR074W-A,YPR074W-A
YPR076W,YPR076W
YPR077C,YPR077C
YPR078C,YPR078C
YPR084W,YPR084W
YPR089W,YPR089W
YPR090W,YPR090W
YPR092W,YPR092W
YPR096C,YPR096C
YPR099C,YPR099C
YPR108W-A,YPR108W-A
YPR114W,YPR114W
YPR123C,YPR123C
YPR126C,YPR126C
YPR127W,YPR127W
YPR130C,YPR130C
YPR136C,YPR136C
YPR137C-A,YPR137C-A
YPR137C-B,YPR137C-B
YPR142C,YPR142C
YPR145C-A,YPR145C-A
YPR146C,YPR146C
YPR147C,YPR147C
YPR148C,YPR148C
YPR150W,YPR150W
YPR158C-C,YPR158C-C
YPR158C-D,YPR158C-D
YPR158W-A,YPR158W-A
YPR158W-B,YPR158W-B
YPR159C-A,YPR159C-A
YPR160C-A,YPR160C-A
YPR160W-A,YPR160W-A
YPR169W-A,YPR169W-A
YPR170C,YPR170C
YPR170W-A,YPR170W-A
YPR170W-B,YPR170W-B
YPR172W,YPR172W
YPR177C,YPR177C
YPR195C,YPR195C
YPR196W,YPR196W
YPR197C,YPR197C
YPR202W,YPR202W
YPR203W,YPR203W
YPR204C-A,YPR204C-A
YPR204W,YPR204W
